unit_code,unit,factory,production_date,total_emp_sl,dup,mean_prod_sl,missing_obs,percent_all_eight,percent_first_four,percent_last_four,percent_constant_four,percent_constant_eight,std
UNIT-12,12,B12,26nov2022,484,0,486.7052,0,100,0,0,63.391136,31.984585,126.42657
UNIT-12,12,B12,28nov2022,374,0,505.65051,.47831634,96.17347,0,0,72.448982,34.948978,121.80639
UNIT-12,12,B12,29nov2022,474,0,511.93054,0,100,0,0,69.64286,23.611111,117.39324
UNIT-12,12,B12,30nov2022,493,0,422.47192,13.29588,72.471909,9.9250937,0,43.258427,21.722847,182.23161
UNIT-11,11,B11,02nov2022,785,0,335.71234,13.719136,69.876541,9.0123453,0,23.580246,2.4691358,162.8367
UNIT-11,11,B11,03nov2022,805,0,339.88943,.48076922,99.03846,0,0,23.798077,1.6826923,136.50247
UNIT-11,11,B11,04nov2022,469,0,403.22745,.61475408,98.770493,0,0,14.344262,1.6393442,115.84341
UNIT-11,11,B11,05nov2022,837,0,406.55978,.61781609,98.505745,0,0,39.425289,5.8620691,123.24647
UNIT-11,11,B11,07nov2022,853,0,392.85617,.4775281,98.988762,.22471911,.22471911,29.325842,1.235955,129.72337
UNIT-11,11,B11,08nov2022,794,0,393.51154,.36452004,99.270958,.12150668,.12150668,40.461727,4.131227,127.65223
UNIT-11,11,B11,09nov2022,826,0,364.77396,.61331773,98.714951,.46728972,.46728972,34.462616,.70093459,135.58615
UNIT-11,11,B11,10nov2022,821,0,387.34036,.23474178,99.530518,0,0,27.816902,1.1737089,125.39947
UNIT-11,11,B11,11nov2022,826,0,385.82883,.11723329,99.765533,0,0,39.390388,4.689332,144.29642
UNIT-11,11,B11,12nov2022,774,0,405.06775,2.5407779,94.855705,2.3839397,1.8820577,39.899624,3.7641153,133.66545
UNIT-11,11,B11,14nov2022,783,0,363.27701,9.1459627,85.96273,0,0,29.316771,1.7391304,167.9101
UNIT-11,11,B11,15nov2022,709,0,424.20248,.76282942,94.729546,0,0,32.454926,1.2482663,149.83647
UNIT-11,11,B11,16nov2022,743,0,404.59894,.26385224,99.472298,.13192612,.13192612,31.926121,4.0897098,138.95222
UNIT-11,11,B11,17nov2022,757,0,395.32733,2.2390463,95.489693,.12886597,.12886597,23.453608,.38659793,147.37915
UNIT-11,11,B11,18nov2022,787,0,373.41345,1.9302615,94.769615,.74719799,.49813199,31.506849,5.2303863,139.03229
UNIT-11,11,B11,19nov2022,779,0,405.25504,.41035354,97.601013,.12626262,.12626262,29.671717,2.0202019,137.26955
UNIT-11,11,B11,21nov2022,733,0,400.11008,4.6979866,87.114098,0,0,31.81208,1.0738255,155.16896
UNIT-11,11,B11,22nov2022,717,0,406.79205,2.753078,94.664841,.1367989,.1367989,36.662106,.54719561,124.91377
UNIT-11,11,B11,23nov2022,766,0,387.68176,1.8973215,95.918365,0,.12755102,24.489796,3.4438775,121.42266
UNIT-11,11,B11,24nov2022,749,0,371.89777,1.830475,88.918205,.26385224,.39577836,32.321899,2.242744,145.59836
UNIT-11,11,B11,25nov2022,725,0,375.0238,1.3191763,94.980698,0,0,38.867439,4.5045047,152.91452
UNIT-11,11,B11,26nov2022,763,0,381.80051,2.0752895,97.297295,0,0,35.263836,8.1081085,139.98497
UNIT-11,11,B11,28nov2022,732,0,375.32172,1.7761394,97.050941,.80428952,.13404825,32.975872,5.8981233,145.52687
UNIT-11,11,B11,29nov2022,753,0,389.44928,.40637192,99.089729,.13003901,.13003901,34.330299,4.2912874,140.77193
UNIT-11,11,B11,30nov2022,754,0,388.51758,.390625,99.21875,0,0,25.130209,1.3020834,142.04329
UNIT-61,E61,E61,01oct2022,307,0,277.00806,25.067024,68.900803,0,0,50.134048,24.128687,199.25975
UNIT-61,E61,E61,06oct2022,280,0,317.97076,12.719298,66.081871,0,0,74.269005,8.7719297,137.27843
UNIT-61,E61,E61,07oct2022,308,0,360.04556,6.2332439,91.689011,0,0,49.061661,18.766756,137.40669
UNIT-61,E61,E61,08oct2022,288,0,308.96396,29.542042,30.030029,17.417418,0,52.552551,3.3033032,164.55276
UNIT-61,E61,E61,10oct2022,172,.58139533,291.85715,32.023811,26.190475,5.2380953,0,35.714287,0,148.46303
UNIT-61,E61,E61,11oct2022,295,.33898306,374.24582,12.185754,67.877098,0,0,60.055866,12.569833,125.31301
UNIT-61,E61,E61,12oct2022,331,.30211481,383.2995,4.6002536,85.025383,0,0,75.126907,14.720812,111.79157
UNIT-61,E61,E61,13oct2022,301,.33222592,378.09784,11.650815,70.380432,0,0,73.369568,22.01087,162.2464
UNIT-61,E61,E61,14oct2022,338,.295858,386.02499,14.03125,44.75,5.75,0,75,11.75,125.48832
UNIT-61,E61,E61,15oct2022,192,1.5625,438.62662,4.1309013,95.278969,0,0,59.656651,20.600859,130.29327
UNIT-61,E61,E61,17oct2022,200,0,445.27643,0,100,0,0,62.601627,8.9430895,109.42904
UNIT-61,E61,E61,18oct2022,278,1.0791367,420.39017,8.3815031,81.213875,0,0,54.624279,16.184971,155.51804
UNIT-61,E61,E61,19oct2022,257,0,367.5,15.223214,69.64286,11.428572,0,80.35714,1.0714285,160.07224
UNIT-61,E61,E61,20oct2022,336,.29761904,419.51276,9.2793369,64.540817,0,0,62.5,9.9489794,171.70039
UNIT-61,E61,E61,21oct2022,191,.52356023,440.16949,5.3495765,78.389832,0,0,48.728813,0,124.54259
UNIT-61,E61,E61,22oct2022,211,.47393364,406.08365,7.9847908,68.060837,0,0,61.216728,.38022813,113.64563
UNIT-61,E61,E61,28oct2022,35,0,354.83871,0,100,0,0,100,0,124.60748
UNIT-61,E61,E61,29oct2022,35,0,438.2258,0,100,0,0,100,0,63.310947
UNIT-61,E61,E61,30oct2022,222,0,415.38168,11.784351,79.007637,0,0,72.900764,.38167939,175.92734
UNIT-61,E61,E61,31oct2022,190,.52631581,372,19.886364,15.656566,0,0,85.858589,0,111.41417
UNIT-61,E61,E61,01sep2022,279,.71684587,404.10028,0,100,0,0,65.781708,42.772861,115.05852
UNIT-61,E61,E61,02sep2022,360,.55555558,381.42059,4.6140938,89.932884,0,0,65.324387,33.780762,136.57381
UNIT-61,E61,E61,03sep2022,285,1.0526316,373.16714,5.6451612,93.548386,0,0,56.304985,36.070381,139.39607
UNIT-61,E61,E61,05sep2022,291,.68728524,286.22479,28.097982,62.536022,0,0,46.685879,14.409222,204.33144
UNIT-61,E61,E61,06sep2022,167,.59880239,372.08334,2.7573528,92.647057,0,0,58.823528,27.450981,118.34531
UNIT-61,E61,E61,07sep2022,433,.23094688,353.99197,5.4108214,92.785568,0,0,62.725452,18.036072,147.74443
UNIT-61,E61,E61,08sep2022,352,0,408.36609,2.2113023,91.646194,0,0,66.830467,4.9140048,124.07181
UNIT-61,E61,E61,09sep2022,488,.20491803,411.75885,6.25,82.978722,4.7872338,0,49.113476,22.16312,143.5914
UNIT-61,E61,E61,10sep2022,312,.32051283,392.22714,8.6565094,69.806091,0,0,83.656509,29.362881,129.3103
UNIT-61,E61,E61,12sep2022,330,.30303031,382.59793,10.56701,75.773193,0,0,67.010307,23.969072,154.36124
UNIT-61,E61,E61,13sep2022,432,1.1574074,417.4747,5.836576,88.326851,5.6420236,5.2529182,60.505836,15.564202,137.89233
UNIT-61,E61,E61,14sep2022,448,.44642857,393.30322,5.6475902,93.373497,0,0,63.052208,8.8353415,154.5836
UNIT-61,E61,E61,15sep2022,421,.47505939,406.21628,1.7665952,87.366165,0,0,35.331905,12.633833,132.99248
UNIT-61,E61,E61,16sep2022,340,0,336.92664,12.805707,66.304344,0,0,57.065216,9.23913,116.94931
UNIT-61,E61,E61,17sep2022,347,0,392.03763,4.1330647,66.935486,0,0,55.913979,10.483871,120.13455
UNIT-61,E61,E61,19sep2022,383,0,346.15295,13.088235,66.588234,4.2352943,.23529412,59.764706,13.647058,127.0592
UNIT-61,E61,E61,20sep2022,321,0,353.67978,15.625,53.370785,9.2696629,0,45.786518,6.4606743,129.79376
UNIT-61,E61,E61,21sep2022,184,0,406.86273,0,100,0,0,66.666664,24.019608,111.29317
UNIT-61,E61,E61,22sep2022,359,0,374.67603,14.0625,68.367348,0,0,56.887756,8.9285717,131.14339
UNIT-61,E61,E61,23sep2022,243,0,395.98566,5.1523299,58.781361,0,0,57.706093,4.6594982,116.68308
UNIT-61,E61,E61,24sep2022,248,0,425.66901,0,100,0,0,65.84507,16.549295,125.69415
UNIT-61,E61,E61,26sep2022,339,0,369.15958,13.031915,75.531914,0,0,44.414894,33.244682,152.56631
UNIT-61,E61,E61,27sep2022,326,.30674848,375.62228,8.763587,83.967392,0,0,34.510868,1.3586956,133.28288
UNIT-61,E61,E61,28sep2022,378,.26455027,391.8161,3.3333333,73.333336,0,0,50.804596,17.241379,116.21939
UNIT-61,E61,E61,29sep2022,327,.61162078,351.21448,13.974531,49.597855,0,0,71.849869,16.890079,122.39958
UNIT-61,E61,E61,30sep2022,289,0,369.51941,8.955224,65.074623,0,0,47.761192,0,123.03757
UNIT-61,E61,E61,01aug2022,390,.25641027,364.8035,0,100,0,0,56.550217,27.292576,149.28372
UNIT-61,E61,E61,02aug2022,319,.31347963,312.57938,.49603173,96.031746,0,0,57.936508,30.68783,157.19913
UNIT-61,E61,E61,03aug2022,390,.25641027,345.85809,.027292576,99.781662,0,0,58.296944,27.292576,143.289
UNIT-61,E61,E61,04aug2022,370,.27027026,344.02274,2.7272727,86.590912,0,0,53.18182,5,149.13554
UNIT-61,E61,E61,05aug2022,345,.28985506,297.94839,9.3980341,63.144962,2.4570024,0,58.722359,22.358723,109.14087
UNIT-61,E61,E61,06aug2022,360,.27777779,330.64554,5.1349764,76.760567,0,0,69.248825,28.403755,114.09797
UNIT-61,E61,E61,08aug2022,375,.26666668,339.88687,5.3450227,93.891403,0,0,65.384613,7.6923075,139.26759
UNIT-61,E61,E61,09aug2022,385,.25974026,365.50211,4.9632354,94.327728,0,0,61.34454,13.235294,143.56406
UNIT-61,E61,E61,10aug2022,317,0,401.91385,0,100,0,0,65.535248,13.054831,105.25623
UNIT-61,E61,E61,11aug2022,387,.25839794,378.13974,1.0644104,91.484718,0,0,63.973801,21.615721,118.69955
UNIT-61,E61,E61,12aug2022,355,0,340.64706,10.588235,78.588234,6.352941,0,47.529411,9.1764708,121.16618
UNIT-61,E61,E61,13aug2022,403,.24813896,366.62576,5.9560328,76.278122,7.9754601,0,64.82618,18.609407,108.80482
UNIT-61,E61,E61,16aug2022,336,.29761904,371.31158,5.5555553,74.396133,0,0,73.188408,21.497585,102.12093
UNIT-61,E61,E61,17aug2022,392,.51020408,400.43607,2.1226416,94.339622,0,0,71.278824,33.752621,101.33014
UNIT-61,E61,E61,18aug2022,377,.53050399,418.25757,2.5162337,85.714287,0,0,73.160172,25.108225,100.25317
UNIT-61,E61,E61,19aug2022,354,.56497175,415.90344,4.2816091,83.678162,0,0,97.471268,38.850574,107.17598
UNIT-61,E61,E61,20aug2022,291,.34364262,375.5238,13.55042,0,2.8011205,0,65.266106,0,107.38972
UNIT-61,E61,E61,22aug2022,324,.30864197,395.13889,4.1982322,85.353539,6.3131313,0,41.414143,23.989899,101.1862
UNIT-61,E61,E61,23aug2022,372,.53763443,374.26373,6.2087913,76.043953,8.5714283,0,68.351646,14.285714,114.70541
UNIT-61,E61,E61,24aug2022,329,.60790277,409.54544,0,100,0,0,76.658478,33.660934,108.16586
UNIT-61,E61,E61,25aug2022,329,.60790277,415.31863,2.4816177,80.147057,0,0,62.5,28.186274,105.5087
UNIT-61,E61,E61,26aug2022,348,.57471263,412.40186,3.6085451,94.226326,0,0,68.360275,40.877598,114.63864
UNIT-61,E61,E61,27aug2022,348,.57471263,434.54504,2.8868361,94.226326,5.7736721,0,57.505775,23.094688,114.6079
UNIT-61,E61,E61,29aug2022,321,.62305295,424.36224,3.2844388,82.653061,0,0,72.959183,9.1836739,104.79643
UNIT-61,E61,E61,30aug2022,329,.60790277,401.06879,2.54914,79.60688,0,0,67.813271,39.312038,108.2759
UNIT-61,E61,E61,01jul2022,397,1.2594458,373.59201,8.1999998,72.400002,0,0,63.400002,16.799999,125.40447
UNIT-61,E61,E61,02jul2022,324,1.2345679,337.89276,21.446384,36.658356,6.9825435,0,53.117207,21.446384,143.00301
UNIT-61,E61,E61,04jul2022,305,.98360658,391.02042,10.172194,67.602043,0,0,65.306122,21.428572,133.69949
UNIT-61,E61,E61,05jul2022,355,1.1267606,384.40396,5.2428255,79.249451,0,0,73.509933,21.192053,98.064667
UNIT-61,E61,E61,06jul2022,382,1.3089005,389.96957,7.8093305,72.819473,0,0,62.271805,23.732252,125.73988
UNIT-61,E61,E61,07jul2022,391,1.0230179,404.44577,.15060242,99.598396,0,0,58.032127,30.923695,115.44317
UNIT-61,E61,E61,08jul2022,358,.5586592,416.09235,2.59009,86.036034,0,0,56.756756,29.054054,112.9636
UNIT-61,E61,E61,09jul2022,337,.59347183,384.10413,11.289347,67.554482,0,0,36.803875,17.675545,119.10384
UNIT-61,E61,E61,11jul2022,377,1.061008,416.92462,.79617834,93.630569,0,0,47.346073,17.409767,109.36707
UNIT-61,E61,E61,12jul2022,443,.45146728,333.52518,15.11194,74.813431,0,0,31.343283,15.11194,147.38892
UNIT-61,E61,E61,13jul2022,371,0,398.54526,0,100,0,0,58.468678,23.201857,118.83208
UNIT-61,E61,E61,14jul2022,378,0,411.03333,2.8055556,93.555557,0,0,70.222221,18.888889,113.77893
UNIT-61,E61,E61,15jul2022,409,0,379.43942,1.822382,91.581108,0,0,70.431213,24.024641,145.88982
UNIT-61,E61,E61,16jul2022,400,0,389.27756,.42372882,99.152542,.21186441,.63559324,85.805084,23.728813,134.07478
UNIT-61,E61,E61,18jul2022,473,0,401.23853,4.4169612,94.522964,0,0,66.254417,30.565371,142.72717
UNIT-61,E61,E61,19jul2022,463,0,351.69559,11.416052,81.734314,0,0,57.933578,17.527676,154.9856
UNIT-61,E61,E61,20jul2022,491,1.8329939,369.90018,4.4925127,91.014977,4.4925127,4.4925127,59.234608,18.968386,131.87869
UNIT-61,E61,E61,21jul2022,488,.20491803,370.78049,2.7003484,89.198608,0,0,54.006969,22.299652,127.58916
UNIT-61,E61,E61,22jul2022,475,.21052632,291.49545,10.594374,75.862068,6.5335755,0,56.079853,10.707804,166.84581
UNIT-61,E61,E61,23jul2022,456,.21929824,374.78836,2.4271846,96.116508,0,0,57.669903,9.9029131,162.32933
UNIT-61,E61,E61,25jul2022,504,.1984127,367.2395,3.4965036,94.405594,0,0,42.482517,20.27972,148.3434
UNIT-61,E61,E61,26jul2022,413,.24213076,389.89429,0,100,0,0,52.854122,19.450317,134.70853
UNIT-61,E61,E61,27jul2022,413,.24213076,361.77542,2.118644,95.762711,4.237288,0,61.016949,10.805085,170.07141
UNIT-61,E61,E61,28jul2022,413,.24213076,347.23517,2.4364407,88.983047,0,0,71.822037,15.254237,163.95015
UNIT-61,E61,E61,29jul2022,362,0,364.61539,.1201923,99.759613,0,.24038461,52.884617,13.461538,157.13158
UNIT-61,E61,E61,30jul2022,390,.25641027,365.4476,3.1113536,95.851532,0,0,67.467247,26.419214,172.48526
UNIT-61,E61,E61,01jun2022,217,2.3041475,330.01813,5.1177535,59.057972,0,0,36.594204,17.753624,126.88327
UNIT-61,E61,E61,02jun2022,217,2.3041475,349.59421,7.155797,59.057972,0,0,59.057972,24.637682,104.52
UNIT-61,E61,E61,03jun2022,262,1.908397,284.31818,32.348484,37.575756,0,0,54.242424,20.60606,162.5939
UNIT-61,E61,E61,04jun2022,359,1.3927577,333.75,6.875,65.227272,0,0,58.18182,19.318182,107.01671
UNIT-61,E61,E61,06jun2022,274,1.459854,316.91739,11.209439,85.545723,3.8348083,0,33.333332,6.4896755,149.92358
UNIT-61,E61,E61,07jun2022,373,1.3404826,278.07455,15.515351,51.315788,0,0,55.043861,4.6052632,139.2052
UNIT-61,E61,E61,08jun2022,397,1.511335,315.37756,13.418367,61.224491,6.5306125,0,33.061226,16.530613,140.89346
UNIT-61,E61,E61,09jun2022,300,2,306.21985,15.214478,50.670242,8.0428953,0,49.329758,0,108.55997
UNIT-61,E61,E61,10jun2022,390,1.5384616,309.16666,12.5502,61.044178,20.481928,0,25.702812,5.2208834,121.77245
UNIT-61,E61,E61,11jun2022,316,1.5822785,351.14734,5.6763287,77.777779,0,0,48.309177,7.7294688,117.45309
UNIT-61,E61,E61,13jun2022,373,1.3404826,338.21368,12.033195,85.062241,0,0,32.987553,8.0912867,178.86761
UNIT-61,E61,E61,14jun2022,338,.88757396,390.89026,3.2012196,74.390244,0,0,57.07317,12.439024,107.26484
UNIT-61,E61,E61,15jun2022,303,.66006601,387.76566,7.1866484,42.506813,0,0,80.38147,17.711172,105.06201
UNIT-61,E61,E61,16jun2022,388,1.8041238,380.39999,3.05,88.400002,0,0,69.400002,5.8000002,114.99734
UNIT-61,E61,E61,17jun2022,247,1.2145749,354.32758,9.6551723,88.965515,0,0,80,25.517241,144.47247
UNIT-61,E61,E61,18jun2022,345,.86956519,319.56601,19.865526,48.16626,2.9339852,0,58.435207,21.760391,149.30193
UNIT-61,E61,E61,20jun2022,309,.97087377,338.1662,13.53022,78.2967,10.989011,0,51.923077,15.10989,131.55441
UNIT-61,E61,E61,21jun2022,347,0,331.14105,9.0680103,81.863983,18.136021,0,38.287155,16.624685,132.68762
UNIT-61,E61,E61,22jun2022,347,0,339.51379,5.5137844,81.954887,0,0,33.583961,16.541353,115.03547
UNIT-61,E61,E61,23jun2022,322,0,325.53806,12.771739,71.739128,0,0,33.152172,11.956522,147.2717
UNIT-61,E61,E61,24jun2022,322,0,345.9837,11.141304,80.434784,8.695652,0,60.326088,12.228261,127.46454
UNIT-61,E61,E61,25jun2022,161,0,63.736263,80.494507,0,0,0,0,0,29.578936
UNIT-61,E61,E61,27jun2022,343,0,386.78412,4.7456574,71.960297,0,0,44.913151,21.091812,94.676643
UNIT-61,E61,E61,28jun2022,337,0,380.47858,4.0302267,91.939545,8.0604534,0,55.415619,29.219143,100.29954
UNIT-61,E61,E61,29jun2022,349,.57306588,414.28748,3.9312038,92.137589,7.8624077,0,74.692871,18.181818,130.99649
UNIT-61,E61,E61,30jun2022,373,.80428952,405.5224,1.7057569,86.353943,0,0,42.004265,18.336887,117.83206
UNIT-61,E61,E61,02may2022,349,0,317.38608,7.3141489,57.314148,0,0,57.553955,22.541965,133.03395
UNIT-61,E61,E61,03may2022,269,0,296.65079,7.0634923,43.492062,0,0,40.634922,11.428572,109.95572
UNIT-61,E61,E61,04may2022,323,0,308.84921,12.003968,46.560848,0,0,56.613758,11.111111,126.10072
UNIT-61,E61,E61,05may2022,311,0,311.15762,12.058424,51.086956,7.6086955,0,52.717392,13.858696,132.47116
UNIT-61,E61,E61,06may2022,313,0,312.60052,14.477212,53.351208,23.056301,0,61.3941,28.150133,130.04318
UNIT-61,E61,E61,07may2022,244,0,338.77408,9.9667778,48.837208,0,0,57.142857,18.272425,118.71645
UNIT-61,E61,E61,09may2022,337,0,287.30521,15.818858,49.379654,6.203474,0,51.861042,17.866005,133.58932
UNIT-61,E61,E61,10may2022,259,0,332.73721,9.6416378,62.116039,0,0,69.283279,18.771332,132.3559
UNIT-61,E61,E61,11may2022,250,0,326.60596,6.0430465,61.258278,0,0,23.509933,9.9337749,130.38815
UNIT-61,E61,E61,12may2022,276,0,297.57321,15.031153,70.716515,8.0996885,0,18.068537,1.8691589,138.93608
UNIT-61,E61,E61,13may2022,321,0,315.85522,14.075067,61.930294,2.9490616,0,45.308311,15.281502,128.19135
UNIT-61,E61,E61,14may2022,321,0,361.02942,3.8770053,76.737968,0,0,38.770054,21.122995,111.11867
UNIT-61,E61,E61,16may2022,326,0,309.35434,15.682415,63.779526,0,0,52.230972,26.771654,143.88803
UNIT-61,E61,E61,17may2022,353,.28328612,343.68448,7.311893,72.087379,.72815531,.72815531,58.495144,19.660194,119.83465
UNIT-61,E61,E61,18may2022,375,.26666668,324.74158,12.191011,68.988762,5.8426967,0,54.606743,25.168539,130.93726
UNIT-61,E61,E61,19may2022,373,.26809651,261.52063,26.204128,42.201836,2.9816513,0,52.752293,30.275229,139.01872
UNIT-61,E61,E61,20may2022,258,0,348.29703,0,100,0,0,41.58416,12.211221,141.16182
UNIT-61,E61,E61,21may2022,300,.33333334,324.90088,5.138484,72.886299,0,0,58.892128,13.119534,126.84324
UNIT-61,E61,E61,23may2022,294,.34013605,348.60422,6.1555891,64.350456,0,0,54.984894,39.879154,112.13033
UNIT-61,E61,E61,24may2022,286,.34965035,346.53271,7.0872273,75.389404,4.0498443,0,55.763241,22.741432,119.15641
UNIT-61,E61,E61,25may2022,328,.30487806,314.37399,11.571618,62.334217,9.2838192,0,46.684349,20.689655,138.20856
UNIT-61,E61,E61,26may2022,363,.27548209,322.40329,9.375,72.64151,0,0,49.528301,29.245283,132.62683
UNIT-61,E61,E61,27may2022,363,.27548209,277.37708,22.464201,54.415276,0,0,57.756565,23.150358,164.37579
UNIT-61,E61,E61,28may2022,293,.34129694,318.48663,8.271513,49.25816,0,0,64.688431,29.376854,136.26707
UNIT-61,E61,E61,30may2022,247,.40485829,302.10992,19.503546,53.19149,7.4468083,0,56.38298,27.304964,150.19942
UNIT-61,E61,E61,31may2022,366,1.3661202,316.853,2.3385301,97.327393,0,0,71.269485,28.507795,133.19724
UNIT-61,E61,E61,01apr2022,175,0,288.10001,19.8125,52,14.5,0,35,0,126.79259
UNIT-61,E61,E61,05apr2022,150,0,260.32925,6.3262196,49.390244,0,0,1.2195122,0,101.51709
UNIT-61,E61,E61,06apr2022,321,0,309.5098,0,100,0,0,22.408964,.56022412,127.65558
UNIT-61,E61,E61,07apr2022,374,0,278.14798,4.3257756,74.940331,0,0,33.65155,6.2052507,123.06196
UNIT-61,E61,E61,08apr2022,203,0,303.79373,7.5112109,58.744396,0,0,4.9327354,0,141.82283
UNIT-61,E61,E61,09apr2022,52,0,322.41071,20.089285,67.85714,0,0,55.357143,21.428572,158.88815
UNIT-61,E61,E61,11apr2022,21,0,280,0,100,0,0,80.952377,4.7619047,94.815613
UNIT-61,E61,E61,13apr2022,168,0,330.19022,5.8423915,53.260868,0,0,37.5,2.173913,143.18329
UNIT-61,E61,E61,14apr2022,292,0,275.17902,18.63426,58.024693,7.7160492,0,29.320988,6.4814816,162.56837
UNIT-61,E61,E61,15apr2022,318,0,260.18246,20.856546,57.938717,5.5710306,0,25.905293,7.5208912,154.04503
UNIT-61,E61,E61,16apr2022,219,0,288.23792,23.588709,55.645161,0,0,38.30645,8.467742,167.80687
UNIT-61,E61,E61,18apr2022,267,0,274.70807,17.323826,63.758389,5.0335569,0,37.919464,7.3825502,112.15345
UNIT-61,E61,E61,19apr2022,272,0,301.6246,5.7965298,93.375397,0,0,36.908516,13.880126,148.34241
UNIT-61,E61,E61,20apr2022,253,0,361.10168,3.3050847,73.559319,0,0,42.372883,13.220339,130.63577
UNIT-61,E61,E61,21apr2022,274,0,364.21539,2.7692308,77.846153,0,0,55.384617,19.076923,130.32634
UNIT-61,E61,E61,22apr2022,297,.33670035,336.07043,8.3098593,49.577465,0,0,57.746479,21.408451,149.40526
UNIT-61,E61,E61,23apr2022,297,0,325.29379,13.45339,44.067795,0,0,72.881355,13.559322,135.58839
UNIT-61,E61,E61,25apr2022,265,0,278.86646,21.622671,44.720497,33.229813,0,40.372669,12.73292,139.90494
UNIT-61,E61,E61,26apr2022,303,0,348.16168,3.8383152,69.29348,0,0,55.434784,19.293478,128.54175
UNIT-61,E61,E61,27apr2022,347,0,282.90338,17.391304,52.415459,20.531401,0,53.140095,5.7971015,131.30029
UNIT-61,E61,E61,28apr2022,364,.27472529,322.33182,7.755682,73.409088,0,0,46.363636,15.454545,142.93994
UNIT-61,E61,E61,29apr2022,348,0,321.68433,6.4457831,57.349396,0,0,49.397591,10.361445,131.62103
UNIT-61,E61,E61,30apr2022,187,0,289.04977,2.60181,80.995476,0,0,35.746605,1.8099548,140.66078
UNIT-61,E61,E61,01mar2022,383,0,232.47165,26.75737,50.793652,15.192743,0,29.251701,.22675736,164.72018
UNIT-61,E61,E61,02mar2022,215,0,276.18488,18.539915,18.907562,0,0,28.991596,0,116.78549
UNIT-61,E61,E61,03mar2022,305,0,173.15472,45.702007,0,45.845272,0,56.160458,0,76.753365
UNIT-61,E61,E61,04mar2022,413,0,281.62683,9.9318657,77.148849,0,0,22.012579,0,131.07782
UNIT-61,E61,E61,05mar2022,321,0,273.50784,13.481675,25.13089,0,0,19.109947,0,100.03807
UNIT-61,E61,E61,07mar2022,264,0,291.49518,7.8778133,83.279739,0,.3215434,19.935692,0,134.16743
UNIT-61,E61,E61,08mar2022,168,0,240.12195,21.036585,28.780487,29.268293,0,20,0,115.22723
UNIT-61,E61,E61,09mar2022,246,0,264.89655,9.0517244,89.655174,0,0,8.6206894,0,125.36884
UNIT-61,E61,E61,10mar2022,320,0,282.74457,11.922554,44.29348,0,0,35.597828,0,111.76596
UNIT-61,E61,E61,11mar2022,316,0,217.16667,25.555555,53.333332,17.777779,0,19.444445,0,125.12512
UNIT-61,E61,E61,12mar2022,251,0,249.72414,18.879311,58.275864,0,0,33.448277,.34482759,103.59336
UNIT-61,E61,E61,14mar2022,159,0,198.79782,13.86612,74.31694,0,0,20.765028,0,78.964294
UNIT-61,E61,E61,15mar2022,194,0,293.6564,7.4339209,40.528633,0,0,25.99119,0,115.91528
UNIT-61,E61,E61,16mar2022,177,0,250.09525,23.809525,35.714287,6.1904764,0,38.57143,0,117.51714
UNIT-61,E61,E61,17mar2022,168,0,206.42133,34.517765,39.59391,0,0,3.5532994,0,113.93478
UNIT-61,E61,E61,18mar2022,180,0,241.24377,26.554726,56.716419,0,0,23.880596,0,128.27293
UNIT-61,E61,E61,19mar2022,173,0,265.74585,20.580111,67.403313,0,0,46.40884,2.2099447,169.17897
UNIT-61,E61,E61,21mar2022,130,0,235.97122,11.151079,66.18705,10.791367,0,20.86331,0,109.10851
UNIT-61,E61,E61,22mar2022,117,0,241.64516,6.4516129,74.19355,0,0,27.419355,0,88.755646
UNIT-61,E61,E61,23mar2022,175,0,264.05127,26.346153,45.641026,30.256411,0,28.717949,0,149.16866
UNIT-61,E61,E61,24mar2022,175,0,281.15384,21.538462,38.46154,8.2051287,0,67.179489,0,112.10878
UNIT-61,E61,E61,25mar2022,136,0,283.96225,21.383648,52.830189,38.36478,0,33.962265,.62893081,155.54221
UNIT-61,E61,E61,26mar2022,191,0,302.88635,10.965909,34.090908,7.2727275,0,46.81818,.45454547,107.88105
UNIT-61,E61,E61,28mar2022,179,0,193.62622,39.381069,29.61165,36.893204,0,32.038834,0,110.94218
UNIT-61,E61,E61,29mar2022,135,0,216.43835,30.479452,41.780823,47.260273,0,0,0,111.54705
UNIT-61,E61,E61,30mar2022,120,0,260.03845,20.576923,46.923077,0,0,4.6153846,0,112.65385
UNIT-61,E61,E61,31mar2022,239,.41841003,279.38663,15.566915,61.338291,8.5501862,0,21.561338,.74349445,131.81389
UNIT-61,E61,E61,01feb2022,524,.19083969,245.37233,17.730642,71.169685,0,0,13.509061,.82372326,155.99391
UNIT-61,E61,E61,02feb2022,480,0,257.0224,13.922575,79.104477,0,0,23.694031,0,155.62538
UNIT-61,E61,E61,03feb2022,332,0,288.31717,4.2243767,91.135735,0,0,26.31579,2.2160666,131.06982
UNIT-61,E61,E61,04feb2022,461,0,283.57001,4.0187378,90.729782,0,0,29.783037,6.9033532,121.74856
UNIT-61,E61,E61,05feb2022,491,0,247.52087,20.440109,71.324867,0,0,21.052631,.90744102,142.56366
UNIT-61,E61,E61,07feb2022,478,0,254.49362,18.829691,65.209473,0,0,26.411657,2.1857924,127.09271
UNIT-61,E61,E61,08feb2022,404,0,329.58951,0,100,0,0,21.834061,.21834061,122.92237
